"","3MIN","7.5MIN","15MIN","30MIN","60MIN","110MIN","2.5H","5H","0MIN"
"YDR433W",0.068505725,0.43220046,0.76160016,0.77489878,-0.14350027,0.17339611,-0.09009943,-0.23080038,0
"YDR434W",0.21819839,0.32180113,0.37720151,0.38699851,0.79099718,0.9918982,1.0118033,0.87589799,0
"YDR435C",-1.5181018,-1.6393997,-1.7841003,-1.8562984,-1.6974996,-0.79179991,-1.0283987,-0.69749962,0
"YDR436W",-0.74339991,-0.75849903,-0.83609943,-1.1935984,-1.2607014,-0.94539876,-0.94980063,-0.85889947,0
"YDR437W",0.40660197,0.50350139,0.53420108,0.65870049,0.51619673,0.53979904,0.43630045,0.44139849,0
"YDR438W",0.050299689,-0.016300419,-0.048500232,-0.071099886,-0.2390995,-0.403,-0.45099923,-0.3959002,0
"YDR439W",0.22559577,0.33679752,0.30760339,0.39940081,0.16500505,0.047803591,0.048905753,-0.044300347,0
"YDR440W",-0.10399947,0.075998052,0.059396813,0.14439884,1.0720989,1.0028969,1.1094007,1.0437994,0
"YDR441C",0.033003568,0.015097876,-0.26110076,-0.32220043,-0.63870101,-1.1544,-0.99670001,-1.1308993,0
"YDR442W",0.091503513,0.081503251,0.14480342,0.14510352,0.073998417,0.082402848,0.080603092,0.091097246,0
"YDR443C",0.29380599,0.20640567,0.28170418,0.13510141,0.18880601,0.31560101,0.23709865,0.19669516,0
"YDR444W",0.015297736,0.024404791,0.074395826,0.28899634,0.42999617,0.34130265,0.37279612,0.35539973,0
"YDR445C",-0.01730024,-0.044599402,-0.041599757,-0.13149971,-0.13560028,-0.040799618,-0.037499839,-0.079799706,0
"YDR446W",-0.36930005,-0.43790072,-0.4464999,-0.38399996,-0.49220029,-0.59199907,-0.59919979,-0.59079917,0
"YDR447C",0.36700196,1.3424011,1.2201008,2.0642,1.6050012,1.7908012,1.8039998,1.8016015,0
"YDR448W",0.19770187,0.26869788,0.19310306,0.21360236,0.125003,0.23279581,0.21030158,0.25459404,0
"YDR449C",0.59020438,0.50870246,0.47519905,0.51529867,0.39309764,0.28190592,0.29720316,0.37239497,0
"YDR450W",0.39509571,0.22819685,0.31900512,1.035103,1.5638024,1.2299017,1.3685002,1.2560022,0
"YDR451C",0.79500218,0.93090383,0.73040085,0.49529606,0.10579874,1.3553997,1.3035002,1.2532027,0
"YDR452W",-0.51330004,-0.66420121,-0.44089981,-0.34519971,0.02069776,0.50230005,0.53449992,0.54769659,0
"YDR453C",-0.27019928,-0.40810041,-0.4846004,-0.81969935,-0.73690067,-0.86439947,-0.80909947,-0.82500052,0
"YDR454C",0.26839846,0.22639755,0.41089463,1.101603,1.7259985,1.7169997,1.7417,1.5454989,0
"YDR455C",-0.10640014,-0.038099642,-0.013099815,0.085003072,0.044799766,0.091598292,0.11589887,0.13940401,0
"YDR456W",-0.58290092,-0.82480118,-0.90289896,-0.84619985,-0.46320107,-0.048200367,-0.15059955,-0.056800295,0
"YDR457W",-0.27670008,-0.29429983,-0.34609984,-0.35559915,-0.18490008,-0.12780006,-0.3194992,-0.27489931,0
"YDR458C",0.14059544,-0.009700036,0.041102772,0.16850084,0.26740396,0.26090486,0.28450229,0.41230461,0
"YDR459C",0.43040304,0.49830194,0.35730426,0.12550563,-0.36419918,-0.60050075,-0.60920027,-0.58670055,0
"YDR460W",0.10289996,0.16789739,0.11899753,-0.024400627,-0.38419954,-0.35070093,-0.37139996,-0.44980067,0
"YDR461W",0.875497,1.0856014,1.3704991,1.1230967,1.3919986,1.0739025,1.1518004,1.216697,0
"YDR462W",-0.068699696,-0.1261994,-0.19519967,-0.18540036,-0.2848007,-0.27629991,-0.36729997,-0.34159929,0
"YDR463W",-0.97840088,-1.0212011,-1.1955994,-1.4348006,-1.8607977,-1.9429005,-2.0143014,-1.9949019,0
"YDR464W",0.86530123,0.72369835,0.75309959,0.3987006,-0.08269963,-0.3051002,-0.13489993,-0.24760078,0
"YDR465C",0.99420316,1.1123999,0.97300138,1.1562995,0.8966981,0.35679738,0.2493968,0.13990165,0
"YDR466W",0.49690202,0.26160302,0.28999967,0.128201,-0.041899738,-0.11440065,-0.14779976,-0.27120004,0
"YDR467C",0.33660332,0.3405053,0.30250038,0.49100133,0.71469832,0.81799974,0.88839842,0.81840067,0
"YDR468C",0.076805338,0.14589914,0.23459942,0.47260214,0.54819986,0.53800171,0.75760362,0.68649605,0
"YDR469W",0.22899719,0.15440174,0.31769769,0.57500246,0.63599579,0.37540093,0.53610265,0.41820074,0
"YDR470C",-0.68989957,-0.6962999,-0.63259986,-0.58479949,-0.28200012,0.27419605,0.093100388,0.31180534,0
"YDR471W",0.75239751,1.4880985,1.5098022,2.102601,1.8352005,1.9055011,1.8813005,1.9434,0
"YDR472W",0.7732959,0.85319725,0.92049911,1.3014999,0.90739833,1.3534023,1.1681991,1.3100027,0
"YDR473C",0.009404506,0.051998468,-0.040900539,0.015397656,-0.27299968,-0.48440057,-0.3582006,-0.38490015,0
"YDR475C",-1.2548987,-1.3388999,-1.4630996,-1.7029988,-1.8736984,-1.9751017,-2.0460986,-1.8071998,0
"YDR476C",-0.18120015,-0.047800644,0.12920387,0.35849754,0.39429462,0.37949898,0.31709564,0.14549487,0
"YDR477W",-0.00679955,0.28369661,0.23989902,0.34510111,0.33629482,0.71649931,0.51360191,0.66730176,0
"YDR478W",0.43360046,0.41960361,0.5082968,0.77349847,0.2860058,0.074203987,0.18200574,0.11999354,0
"YDR479C",-0.88750002,-0.88199916,-0.98669926,-1.1374986,-1.0144996,-0.74299904,-0.68629906,-0.65089973,0
"YDR480W",0.058801354,-0.11500049,-0.32919954,-0.31940018,0.37820086,0.20179694,0.3309943,0.23209585,0
"YDR481C",-0.69230103,-0.51699894,-0.60099958,-1.1314997,-1.4208005,-1.5879014,-1.6033012,-1.5789992,0
"YDR482C",0.53889569,0.37429947,0.35480193,0.11089772,-0.13760019,-0.81590001,-0.61119989,-0.85069901,0
"YDR483W",0.32109686,0.089701524,0.2239044,0.17540324,-0.3248995,-0.56929938,-0.47779959,-0.62660012,0
"YDR484W",-0.13530077,0.021707129,0.023894043,0.14310603,0.097893915,0.40910305,0.33919441,0.37720151,0
"YDR485C",-0.23559949,-0.3213998,-0.32800017,-0.57359997,-0.92090115,-1.0277985,-0.97600096,-0.9604994,0
"YDR486C",-0.91879947,-0.73290052,-0.44460003,-0.50279949,-0.67089937,-0.46710059,-0.55550043,-0.47679939,0
"YDR487C",-0.13480014,-0.13760019,0.002392888,-0.36180009,-0.40349988,-0.40340065,-0.28180016,-0.32530073,0
"YDR488C",0.36420261,0.39990388,0.44600208,0.46230366,1.0321996,1.0430995,1.1260015,0.88099891,0
"YDR489W",0.47489805,0.43669489,0.60189615,0.47240459,0.29680391,-0.19599932,-0.019900098,-0.27849959,0
"YDR490C",0.013598036,-0.42240054,-0.32170089,-0.17610067,-0.38620058,0.080098212,-0.09009943,-0.31709955,0
"YDR491C",-0.30989942,-0.3883007,-0.37810051,-0.3061005,-0.36610014,-0.4056005,-0.38519971,-0.40420038,0
"YDR492W",-0.59079917,-0.65140044,-0.71200061,-0.68170051,0.064096465,-0.077800629,-0.28280023,0.016196767,0
"YDR493W",0.32629573,0.10080276,-0.069700173,-0.15970033,-0.37029927,-0.50560078,-0.44020084,-0.57119941,0
"YDR494W",-0.48669927,-0.46519931,-0.59779956,-0.60219923,-0.63000093,-0.49670012,-0.57629921,-0.50049951,0
"YDR495C",-0.26540006,-0.31360077,-0.36390024,-0.59669955,-0.9161998,-0.89249959,-0.95109983,-0.8689005,0
"YDR496C",1.1674029,1.1246987,1.0080996,1.2769016,1.0490034,0.9369978,0.98780108,0.96629756,0
"YDR497C",0.74399744,0.82090192,0.6974002,-0.17040045,-1.1430987,0.072901551,-0.72520043,0.15529589,0
"YDR498C",0.063199185,0.023894043,-0.004800611,0.30559703,0.57489592,0.47290362,0.45370194,0.36049913,0
"YDR499W",0.095303337,0.097799548,-0.010500546,-0.10319962,-0.18919992,-0.19969935,-0.23810033,-0.21409964,0
"YDR500C",2.045401,2.0854009,2.0710006,1.9834004,1.9461993,2.0891015,2.0811999,2.0634995,0
"YDR501W",0.93010147,1.3373971,1.2201999,0.64510214,1.7235979,1.6133996,1.7635985,1.5172001,0
"YDR502C",1.6244004,1.9484999,1.6598013,-0.16729952,-1.4625986,0.75369866,0.06060083,0.84399992,0
"YDR503C",-0.17119946,-0.29199998,-0.19020034,0.1114053,0.38969896,0.24269396,0.36479652,0.31519522,0
"YDR504C",-0.96780039,-1.3396993,-1.2934014,-2.028899,-2.2242027,-1.9720024,-2.0816993,-1.8831988,0
"YDR505C",-2.0631017,-2.2966016,-2.1888973,-2.7559021,-3.0508013,-2.6953021,-2.8146967,-2.6005992,0
"YDR506C",-0.68109897,-0.63230017,-0.55279958,-0.51380051,-0.772599,-0.38869918,-0.54509978,-0.40149949,0
"YDR507C",0.33669471,0.38349694,0.16269988,0.085506239,1.4146984,1.1063014,1.0902031,0.86430304,0
"YDR508C",0.6786038,0.47810204,-0.064000238,-0.33059945,-0.66979959,-0.85319882,-0.81219932,-0.9408995,0
"YDR509W",0.48170193,0.36009454,0.22229761,0.25360208,0.15700489,0.13780515,0.10669672,0.11419376,0
"YDR510W",0.37710153,0.54470299,0.66490148,0.85559908,0.9106022,1.0185986,0.98889914,0.82449904,0
"YDR511W",-0.32950044,-0.40759894,-0.53869986,-0.59149899,-0.98479934,-0.71219913,-0.84939873,-0.79940023,0
"YDR512C",0.08449973,0.12469869,0.066895152,-0.053800659,-0.066800547,0.088494424,0.0364963,0.052499365,0
"YDR513W",-0.014400479,-0.51119915,-0.77289972,-1.7585015,-1.908399,-0.79789953,-0.88700102,-0.9039001,0
"YDR514C",0.74960291,0.8192022,0.76810385,0.82440128,0.41939866,0.23580057,0.30550365,0.31609939,0
"YDR515W",0.20280009,0.14690282,0.14780162,-0.11749937,-0.29310084,-0.044200676,-0.018100597,0.011395448,0
"YDR516C",-1.7357014,-1.8894978,-2.1244023,-2.0906985,-1.6225008,-0.41990084,-0.69419987,-0.32699905,0
"YDR517W",-0.92049969,-1.1443005,-0.99349946,-0.77009958,-0.16099984,-0.048500232,-0.058500007,-0.11500049,0
"YDR518W",-0.62220102,-1.1902991,-1.0685015,-0.43189978,0.41500143,0.4242019,0.59340158,0.48779502,0
"YDR519W",-0.5296995,-0.33379969,-0.1810006,0.074806823,0.13549547,0.65139847,0.57479907,0.82040365,0
"YDR520C",0.086403344,0.12730311,0.10629471,0.073696862,-0.19429977,-0.38320006,-0.33339973,-0.40539986,0
"YDR521W",0.1239972,0.27389777,0.20139548,0.25229454,0.095397867,0.16729369,0.2170942,0.21750372,0
"YDR522C",-0.043599819,-0.007299718,-0.041899738,0.012797484,-0.025899522,0.045694582,0.005399988,0.013598036,0
"YDR523C",-0.034399653,-0.24090043,-0.41080028,-0.49099945,-0.51820096,-0.4014004,-0.49779977,-0.41760008,0
"YDR524C",0.10229531,0.23999675,0.27649667,0.58479899,0.48159861,0.42199612,0.3735981,0.4015977,0
"YDR525W",-0.010199758,0.088901424,0.12649716,0.1497016,0.014398145,0.10590599,0.028399413,0.13330048,0
"YDR525W-A",-1.8315993,-2.0925001,-2.0753984,-2.670796,-2.9576022,-3.122906,-3.1110032,-2.9995038,0
"YDR526C",0.019901138,-0.1001005,-0.11239987,-0.13369968,-0.22890041,-0.18370013,-0.14569948,-0.18370013,0
"YDR527W",0.2700026,0.32810115,0.31180534,0.00930417,-0.22350011,-0.31140066,-0.24649986,-0.30960078,0
"YDR528W",-0.41529913,-0.65130074,-0.70039896,-0.49740054,-0.45309912,-0.64589995,-0.56100035,-0.74520039,0
"YDR529C",-0.58359908,-1.1802991,-1.9957992,-2.7505037,-3.0027958,-2.7325002,-2.6726989,-2.8192003,0
"YDR530C",-0.58200008,-0.71099894,-0.76340085,-0.87529867,-1.2313998,-1.6288984,-1.6695976,-1.7755003,0
"YDR531W",-0.095900544,0.10739328,0.040906454,-0.20610079,0.19050108,0.39419582,0.35700016,0.44559959,0
"YDR532C",-0.31629995,-0.34689962,-0.31289988,-0.10990045,-0.1052994,-0.36429946,-0.18540036,-0.23900074,0
"YDR533C",-0.40200076,-0.27570073,-0.41650017,-1.0488987,-2.1767985,-2.4866022,-2.8552958,-2.5166026,0
"YDR534C",-0.39490017,-0.55069959,-0.66140102,-0.52359965,-0.44429966,-0.49060007,-0.53669981,-0.59099909,0
"YDR535C",-0.78089903,-0.79160011,-0.93129893,-0.99899912,-0.87430129,-0.92330136,-0.93819892,-0.88709974,0
"YDR536W",-1.3843991,-1.6780996,-2.0174988,-2.1315029,-2.2371971,-2.1403993,-2.1041018,-2.0838995,0
"YDR537C",-0.049200159,-0.07729977,-0.064700183,0.046295475,0.034905902,0.093195062,0.067501049,0.073299261,0
"YDR538W",0.16150076,0.10499411,-0.19480001,-0.26429934,0.12210282,0.30530518,0.13659828,0.16960437,0
"YDR539W",-0.25770054,-0.23380007,-0.12750059,0.15440174,0.27140177,0.17970212,0.30289806,0.24340099,0
"YDR540C",-0.28970027,-0.009800257,0.30830262,0.44160034,-0.12900014,0.15159908,0.084404483,0.26239707,0
"YDR541C",0.13219514,0.27220239,0.27690158,0.47010471,0.62890421,0.67350215,0.83319776,0.7727978,0
"YJL223C",-0.45020073,-0.64730022,-0.6924992,-0.57020088,0.084404483,-0.25510009,-0.11119948,-0.28009988,0
"YDR543C",-0.20779932,-0.27090061,-0.26170082,-0.48599998,-0.091800416,-0.78690037,-0.76400097,-0.80079944,0
"YDR544C",-0.15179953,-0.11230006,-0.12639938,-0.14270052,0.081803179,0.047301061,-0.066599589,0.053806444,0
"YEL001C",0.48379772,0.90019637,1.3104972,1.5990988,1.7482981,1.9547993,1.8255007,1.897101,0
"YEL002C",-0.33530054,-0.043800572,0.30730028,0.53209748,1.0152977,1.2815974,1.2853016,1.3064022,0
"YEL003W",0.22070142,0.24080278,0.25820533,0.50140348,0.64259992,0.60120207,0.85980262,0.63220306,0
"YEL004W",-0.87629938,-0.96920064,-0.8138012,-0.25019974,0.34950116,0.50989849,0.48330244,0.65910254,0
"YEL005C",-1.1790997,-1.1897,-1.218699,-1.2448013,-0.96359936,-0.72030051,-0.75939991,-0.55760105,0
"YEL006W",0.11450029,-0.01090024,-0.14720051,-0.2464006,-0.63760081,-0.79010001,-0.6969008,-0.81720093,0
"YEL007W",-0.092000302,-0.077100388,-0.19429977,-0.46939983,-0.78200005,-0.55469918,-0.72609984,-0.3268,0
"YEL008W",-0.15559988,-0.12800027,-0.082499501,-0.07259957,-0.1932998,-0.1455,-0.16509951,-0.063300633,0
"YEL009C",-0.16170006,0.019901138,-0.68929925,-0.49919999,-0.90040046,-1.0854998,-1.1165012,-1.1811004,0
"YEL010W",-0.083300185,-0.029800123,-0.005499925,-0.027299995,-0.034200204,-0.1007006,-0.07729977,-0.067299285,0
"YEL011W",-2.2788986,-2.1813981,-1.8990977,-2.6394986,-2.8136009,-2.9444045,-2.9392055,-2.9798968,0
"YEL012W",-2.0085023,-2.120702,-2.166399,-2.8543982,-3.2665936,-2.2700966,-2.4815978,-2.0670015,0
"YEL013W",-0.54630017,-0.56320066,-0.56239938,-0.64150021,-0.18729971,0.25360208,0.17399727,0.31840362,0
"YEL014C",0.11120496,0.19620414,0.17739482,0.2590977,0.36249794,0.31460373,0.33780242,0.34740487,0
"YEL015W",0.52310022,0.4051973,0.53010071,0.54439636,0.54480188,0.54360476,0.70599559,0.629697,0
"YEL016C",0.24390058,0.18340394,0.16219714,0.33530031,0.42100511,0.39739775,0.44089906,0.39260319,0
"YEL017C-A",-0.66730009,-0.85360024,-0.61200008,-0.85929986,-0.66499932,-0.44759932,-0.57320067,-0.5695991,0
"YEL017W",-0.001700497,-0.27099983,-0.47550097,-0.38439914,0.14940246,0.89540345,0.84300296,0.92700136,0
"YEL018W",0.10810288,-0.014799798,-0.060800508,0.046197672,0.063903252,-0.25500023,-0.17850039,-0.21390051,0
"YEL019C",-0.10150062,0.12260646,0.14669432,0.17490492,-0.1985996,-0.42790003,-0.53899958,-0.47720099,0
"YEL020C",-0.83080102,-0.8930005,-0.97229956,-0.72060002,-0.66870065,-0.64900044,-0.66330072,-0.6024993,0
"YEL020W-A",0.25369888,0.26220462,-0.081099372,0.098096108,0.087598618,0.43330134,0.3382019,0.28820498,0
"YEL021W",0.001096032,0.004896843,0.072297918,0.083900932,0.067803902,0.049993138,0.02549662,0.083097608,0
"YEL022W",0.73480282,0.70830203,0.64429932,0.8818995,1.1203984,1.2200018,1.234299,1.2010002,0
"YEL023C",0.37009731,0.25820533,0.10490021,0.000995116,0.20290037,0.13049602,0.13290581,0.14940246,0
"YEL024W",-1.9351999,-2.5070988,-3.0757024,-3.2303975,-3.6438995,-3.2596958,-3.1959993,-3.4087005,0
"YEL025C",-0.60089892,-0.54929918,-0.53249931,-0.70129946,-0.58800113,0.082498227,-0.00320056,0.12320266,0
"YEL026W",1.0236031,1.0727027,1.0342016,0.73549618,0.2976962,0.27960204,0.20660572,0.20280009,0
"YEL027W",0.67120278,0.56889795,0.3577997,-0.072000419,0.036299355,0.030095904,0.23930027,0.10379974,0
"YEL028W",-0.079900343,-0.21779947,-0.36029921,-0.50860043,-0.5784993,-0.51369958,-0.5569005,-0.51330004,0
"YEL029C",0.47489805,0.33219807,0.1853972,0.074806823,-0.35329908,-0.17419972,-0.098700183,-0.085799832,0
"YEL030W",-0.5276994,-0.59630035,-0.62060084,-0.56239938,-0.57829896,-0.57149953,-0.58510028,-0.54529978,0
"YEL031W",0.53219725,0.77349847,0.91649957,0.76840032,1.3691984,1.4591011,1.3953974,1.4172017,0
"YEL032W",0.69320369,0.69860078,0.71279825,0.78170382,0.3683996,0.22119655,-0.053899498,0.080603092,0
"YEL033W",0.035398691,0.085506239,-0.044400025,-0.084800371,-0.042800056,0.10550376,0.068505725,0.085397461,0
"YEL034W",1.0208968,1.0167031,0.96180111,0.63970449,0.31460373,0.72430101,0.47139559,0.4826005,0
"YEL035C",0.035497229,0.18490231,0.09560041,-0.33740072,-0.68849921,-0.55419915,-0.67189885,-0.75869917,0
"YEL036C",0.46070063,0.49049825,0.35080273,0.001802243,-0.12219922,-0.16960025,-0.13570013,-0.11160002,0
"YEL037C",0.36940506,0.66070048,0.79679708,0.72529618,0.43919758,0.66740168,0.52049768,0.5571993,0
"YEL038W",-1.1382002,-1.3684989,-1.2694009,-1.7155996,-2.2062023,-1.4423988,-1.5801979,-1.5394021,0
"YEL039C",-1.9454988,-2.6178972,-2.5682038,-3.8080008,-4.5059003,-4.3597004,-4.2838994,-4.4289015,0
"YEL040W",0.81659971,1.1837025,1.6304987,2.5489002,2.3633001,3.3811034,2.9311006,3.2529,0
"YEL041W",-0.25439951,-0.44460003,-0.59710104,-0.78559912,-0.81920034,-0.44569996,-0.6243989,-0.52529919,0
"YEL042W",0.42749891,0.48859727,0.63199827,0.75209773,1.0127975,0.56049976,0.73489817,0.55169811,0
"YEL043W",0.29620482,0.33639766,0.1549979,0.21040133,0.073696862,0.015397656,-0.13200077,-0.11920008,0
"YEL044W",-0.30950066,-0.43210025,-0.32159992,-0.1808992,-0.14620072,-0.31970085,-0.28989956,-0.39420038,0
"YEL045C",1.0863014,1.0737997,0.86170133,0.6289975,0.12179789,-0.17449928,-0.079999461,-0.35319956,0
"YEL046C",0.78820125,0.75059793,0.27810373,0.27849629,-0.54309925,-0.59229919,-0.51099972,-0.71219913,0
"YEL047C",-0.18670025,-0.45520009,-0.25700042,0.014997935,0.82780277,0.26530486,0.54710429,0.5331048,0
"YEL048C",0.59600007,0.68800127,0.54019594,0.70289686,0.83550373,0.54940303,0.52440475,0.6117956,0
"YEL049W",-0.13140015,-0.22049989,-0.16999948,0.035398691,0.36560296,0.29249907,0.33109752,0.19090558,0
"YEL050C",-0.11659971,-0.17480052,-0.40420038,-0.39519992,-0.73159914,-0.72679924,-0.82539927,-0.71469959,0
"YEL051W",0.1110046,0.28290234,0.22009465,-0.14889983,-0.02029948,0.18350557,0.21409993,0.24109577,0
"YEL052W",-0.10759965,-0.095700116,-0.067799708,-0.39539915,-0.38029965,-0.095300887,-0.10870059,-0.01090024,0
"YEL053C",0.72859972,0.78709808,0.79960128,1.0046021,1.1740996,0.93779634,1.0831997,1.0068007,0
"YEL054C",2.2645004,2.732699,2.4556994,2.4355006,2.1750008,2.4959995,2.6164,2.4584004,0
"YEL055C",1.4857978,1.7305008,1.6763983,1.9568001,1.842299,1.7066985,1.704301,1.6623012,0
"YEL056W",-0.7582013,-0.51380051,-0.43210025,-0.36039922,-0.028300115,0.42939636,0.33470556,0.39589636,0
"YEL057C",-0.70679905,-0.59429948,-0.34519971,-0.073300665,-0.059200294,-0.69979894,-0.49760014,-0.54890022,0
"YEL058W",0.20219828,0.34989741,0.56749677,0.91959942,1.0067002,1.3478981,1.4090976,1.4683018,0
"YEL059C-A",0.19600265,0.34180362,0.59989856,0.44870012,-0.60089892,-0.72929884,-0.50350084,-0.53499932,0
"YEL059W",0.27039737,0.35759704,0.020299504,-0.47429992,-0.51190048,-0.66379889,-0.57969978,-0.62230095,0
"YEL060C",-0.62709915,-0.14439932,-0.20909954,-1.6791018,-2.6417028,-2.498301,-2.8053985,-2.3838004,0
"YEL061C",-0.53310042,-0.45699912,-0.56889913,-1.2227002,-0.4884004,-0.4040992,-0.1282005,-0.31909958,0
"YEL062W",0.27359944,0.33759693,0.20720569,-0.099899485,-0.15059955,-0.089500644,-0.10880015,-0.1660008,0
"YEL063C",0.30329563,0.82250175,0.14840052,-0.48810089,-0.5019003,-0.76380008,-0.82789913,-0.94799875,0
"YEL064C",-0.26580068,-0.08269963,-0.41949943,-0.75829891,-0.34959938,-0.45369965,-0.46230038,-0.48209948,0
"YEL065W",1.683099,1.3860991,0.75890009,1.1728971,0.56500243,0.27069637,0.25779513,0.11490002,0
"YEL066W",0.48609649,0.73830091,1.0806986,1.2637976,1.3518997,0.96549987,1.128201,0.82669694,0
"YEL067C",0.6315979,0.80760222,0.42830322,0.23230464,0.45860249,0.33170522,0.43160157,0.23479559,0
"YEL068C",0.11209958,0.1349963,-0.15099997,-0.11249968,0.44060144,0.62529855,0.71219956,0.640297,0
"YEL069C",0.019502663,-0.028000006,-0.24740039,-0.13079977,-0.076300095,-0.050000491,-0.070699829,-0.15129955,0
"YNR073C",-1.2721998,-1.1241004,-0.99040058,-0.37329922,0.55860071,1.1307991,1.1051014,1.0627987,0
"YEL071W",0.19460401,0.50819537,0.27339653,-0.82680091,-2.5582021,-2.4470997,-1.9890999,-1.8110978,0
"YEL072W",0.58429871,0.8871977,0.17370312,-0.88549971,-1.1467005,-1.6489009,-1.4996018,-1.6594993,0
"YEL073C",-0.32290044,-0.2754999,-0.68650105,-2.0415003,-3.0134041,-2.7438975,-3.4024004,-2.5352983,0
"YEL074W",0.025595836,0.04850126,-0.20229967,-0.61970054,-0.43899947,-0.44060021,-0.49420051,-0.4249007,0
"YHL049C",0.090596025,0.36400084,0.37200484,0.99729963,1.4197977,0.52840129,0.53449992,0.37800104,0
"YEL076C",0.010006376,0.13010059,0.076901088,0.6103032,1.3739989,0.66720183,0.71130107,0.5732,0
"YJL225C",0.27779436,0.57040464,0.44829838,1.0243977,1.6794013,0.85829935,0.84629673,0.58409662,0
"YEL075W-A",0.1114053,0.20380255,-0.00889997,-0.10330035,-0.16230052,-0.083000641,-0.1381002,-0.082800469,0
"YER001W",0.024603367,-0.1401004,-0.47550097,-0.71779982,-0.60430102,0.29289952,-0.032700043,0.16670259,0
"YER002W",0.14780162,0.00600353,0.20249922,0.41599657,-0.064600601,-0.30229912,-0.1810006,-0.23789956,0
"YER003C",-0.29280036,-0.083899461,0.1728971,0.58869905,1.9259994,2.0071991,2.1172994,1.9597998,0
"YER004W",-0.41840001,-0.19969935,0.18439456,0.12379861,-0.38590081,-0.18400002,-0.31200052,-0.22439988,0
"YER005W",-0.1841,0.038000638,-0.28889985,-0.18439998,-0.1634004,-0.58560031,-0.67970018,-0.56689954,0
"YER006W",0.74589989,0.97369943,1.0057018,1.2878978,0.76629832,0.50259539,0.45459706,0.58130304,0
"YER007C-A",1.0799003,1.4378989,1.6174019,1.8748009,1.579798,1.2987991,1.3906017,1.4524004,0
"YER007W",0.070196956,0.021806606,0.03040671,0.061900592,-0.40779989,-0.58569991,-0.45129903,-0.41349944,0
"YER008C",0.37080038,0.42450292,0.36349631,0.33570048,0.19409966,0.32799771,0.32799771,0.15620243,0
"YER009W",0.86209824,1.2243984,1.2634972,1.5467982,1.3576984,1.592402,1.5691022,1.6171997,0
"YER010C",-0.14409958,-0.073699925,-0.091199387,-0.12570034,-0.12489938,-0.26040072,-0.19519967,-0.32420032,0
"YER011W",-0.099299709,0.073504931,0.31780186,0.54679817,0.29629881,1.3580023,1.0019031,1.331,0
"YER012W",-0.55649943,-0.17110037,0.01649632,-0.60210068,-0.49979962,0.46450099,0.25550073,0.50800263,0
"YER013W",0.098203932,0.1349963,0.051497397,-0.029900277,-0.32579971,-0.49340009,-0.395699,-0.4425007,0
"YER014C-A",0.1137005,0.24090045,0.22760555,0.24520357,0.20850477,0.13010059,0.12640465,0.15370159,0
"YER014W",-0.83430026,-1.2921996,-0.95209871,-0.89500052,-0.38660036,-0.060699691,-0.099100354,-0.1134998,0
"YER015W",-0.64370066,-0.71500031,-0.86439947,-1.0206009,-1.2003987,-1.2167998,-1.3638984,-0.86999961,0
