"","3MIN","7.5MIN","15MIN","30MIN","60MIN","110MIN","2.5H","5H","0MIN"
"YMR206W",-0.81079914,-0.80949892,-0.89929948,-1.1938987,-1.5539005,-2.1931992,-2.2328029,-2.3776993,0
"YMR207C",0.7363018,0.68900388,0.52619905,0.35249866,0.80019792,0.68869959,0.73180017,0.66039929,0
"YMR208W",-0.20379931,-0.028300115,0.17260272,0.42380404,0.67579787,0.95260195,0.97590161,0.96999956,0
"YMR209C",0.28939776,0.16290608,0.17720344,0.8125968,1.3991,1.4164993,1.523301,1.4966975,0
"YMR210W",-0.74460079,-0.87329933,-1.1082013,-1.0803991,-0.91700046,-0.37009975,-0.45539988,-0.28110053,0
"YMR211W",0.32750342,0.38079593,0.49790356,0.44320349,0.14690282,0.33599768,0.30370478,0.2997956,0
"YMR212C",0.98189648,1.1101026,1.0552026,1.2486988,1.3547004,1.4314999,1.4208974,1.3365005,0
"YMR213W",0.33329778,0.56810022,0.4399954,0.48330244,0.18860348,-0.002800101,-0.033100032,-0.063300633,0
"YMR214W",0.76239985,1.0885012,1.2409004,1.4417012,1.4011007,1.5315986,1.5319977,1.4677021,0
"YMR215W",1.4152016,1.7384998,2.2624993,2.588001,2.4849991,2.9957993,3.1133004,2.9900999,0
"YMR216C",-0.092800124,-0.28849981,-0.21530004,-0.39079915,-0.67340053,-0.89860003,-0.98309867,-1.0343997,0
"YMR217W",0.93249966,1.0186983,1.1594031,1.157697,0.98509963,0.89569814,0.9618974,0.79589991,0
"YMR218C",0.52089992,0.37339765,0.52000478,0.64729609,0.66800109,0.48639517,0.5879026,0.51850493,0
"YMR219W",-0.36419918,-0.20759939,-0.40789942,-0.49570098,-0.58709927,-0.6550988,-0.69730077,-0.63099927,0
"YMR220W",0.16269988,0.24309628,0.29020026,0.21350282,0.36940506,1.0060969,0.98180152,0.88630041,0
"YMR221C",0.35800234,0.65639569,0.69140016,0.80340065,0.76349656,1.0448977,1.0143981,0.96390317,0
"YMR222C",0.47560374,0.26819482,0.24240129,0.34149623,0.054001014,0.38039699,0.22190182,0.28560344,0
"YMR223W",0.1352065,0.019502663,0.10779498,0.046002047,-0.093900603,-0.13589985,-0.1329006,-0.10129942,0
"YMR224C",-0.097799816,0.044394119,0.13060145,0.22089949,0.35990344,0.32010337,0.27229796,0.33130393,0
"YMR225C",-0.051900071,-0.19519967,-0.20390067,-0.19739978,0.20159623,0.002896907,0.08720483,-0.015600227,0
"YMR226C",-0.067099769,0.024504083,0.47480462,0.44609739,-0.10159969,0.15620243,0.10929369,0.045596738,0
"YMR227C",-0.070099952,-0.015999878,-0.045200676,-0.010600822,-0.23279948,-0.42270025,-0.44919979,-0.38390019,0
"YMR228W",-0.46469949,-0.44840031,-0.42359976,-0.44749898,-0.38909966,-0.35439978,-0.36710086,-0.3250007,0
"YMR229C",1.6806979,1.9953,1.9471013,2.2218987,1.6697978,1.4042982,1.3238024,1.3042014,0
"YMR230W",1.5003024,0.83829832,0.79580019,1.134497,1.0365033,1.4074017,1.5736993,1.5528,0
"YMR231W",0.20730566,0.039699918,0.13199767,0.05920297,0.16339568,0.28330546,0.17260272,0.32620367,0
"YMR232W",-0.23770052,-0.36810042,-0.4902008,-0.67669911,-0.43879999,-0.29850062,-0.27340068,-0.15980025,0
"YMR233W",0.13990165,0.36829901,0.31709564,0.77460365,0.5532032,0.36180204,0.32199734,0.57410151,0
"YMR234W",0.038604744,-0.12070044,-0.14659991,0.072393968,-0.050300731,-0.17530057,-0.085899356,-0.12119934,0
"YMR235C",0.71359905,0.98809931,1.2670024,1.3300994,1.0922007,0.99950218,1.0265026,1.0867974,0
"YMR236W",0.41559644,0.60630008,0.65290404,0.50600268,0.36730396,0.44999973,0.31989535,0.40779868,0
"YMR237W",-0.1329006,-0.056699757,0.24790322,0.31380308,0.33900052,0.92270023,0.74349773,0.80179603,0
"YMR238W",-0.066800547,-0.20799928,0.12359999,-0.085400271,0.13759533,0.26160302,0.47260214,0.34970496,0
"YMR239C",1.008702,0.83259841,0.98240041,1.1433999,0.66949851,0.58950464,0.63649702,0.41509881,0
"YMR240C",-0.097900173,-0.21890052,-0.20369962,-0.37289936,-0.68069885,-0.92530003,-0.782201,-0.8879992,0
"YMR241W",-0.12030051,0.064993187,-0.027399976,-0.33969929,-0.90249977,-1.0202995,-0.94409914,-0.81760008,0
"YMR242C",1.3487027,1.4240998,0.94060278,1.2453009,1.1807971,1.580599,1.6175007,1.5502998,0
"YMR243C",0.10980183,-0.20859932,-0.095800327,0.23669466,0.36359723,0.26389976,0.19080447,0.15580103,0
"YMR244C-A",-0.17599962,-0.13400044,-0.034300664,-0.15739923,-0.19739978,-0.67860061,-0.74939975,-0.54529978,0
"YMR244W",0.80179603,0.40419468,0.094303642,-0.57669937,-0.977199,-0.98289906,-0.91470045,-0.96280054,0
"YMR245W",0.21099973,0.020100335,-0.067099769,-0.17119946,-0.19179949,-0.17460023,-0.20939976,-0.1464993,0
"YMR246W",0.89659736,0.56919941,0.31369862,0.74570202,2.0122004,1.2610975,1.102302,1.2859999,0
"YMR247C",0.55390111,0.74909657,0.58679836,0.73399636,0.64829977,0.53199771,0.42299721,0.49709625,0
"YMR250W",-1.2806991,-1.661401,-1.7523009,-2.0676001,-2.5564018,-2.5122996,-2.8485983,-2.3689982,0
"YMR251W",-0.000799475,-0.36740047,-0.7688011,-0.91069983,-0.94699991,-1.1976992,-1.180999,-1.0683986,0
"YMR251W-A",-0.38509985,-0.56929938,-0.74139907,-2.0916021,-3.0784052,-2.698698,-2.9970023,-2.3745013,0
"YMR252C",-0.16269935,-0.42900089,-0.54509978,-0.87249878,-0.64900044,-0.85130013,-0.79090103,-0.72749898,0
"YMR253C",-0.90659938,-1.2010984,-1.3056992,-1.6233007,-1.7183979,-1.1302012,-1.2247016,-0.98539904,0
"YMR254C",-0.11330003,-0.068799561,-0.10679935,-0.10750017,-0.11920008,-0.16590045,-0.16649942,-0.14289962,0
"YMR255W",-0.43329978,-0.36880071,-0.57250109,-0.76049931,-1.2048016,-1.2238994,-1.3019985,-1.2146989,0
"YMR256C",-1.1100001,-1.7493003,-2.5232969,-3.0374969,-3.5753006,-3.187694,-3.2437008,-3.2506048,0
"YMR257C",-0.51699894,-0.5900997,-0.69329913,-0.72040034,-0.49979962,-0.6890992,-0.68239955,-0.65439924,0
"YMR258C",-0.17240044,-0.23219946,-0.27380005,-0.32890051,-0.24790055,-0.26610079,-0.30569923,-0.19480001,0
"YMR259C",1.1889009,1.0809032,0.93259792,1.165301,0.95409951,0.54009672,0.68219572,0.49329891,0
"YMR260C",0.73480282,0.8276971,0.80719828,1.0947023,0.79339652,0.92520192,1.0126974,0.97590161,0
"YMR261C",-0.96920064,-1.0015012,-0.74999893,-0.68680059,-0.3553998,0.59479694,0.2928053,0.60009845,0
"YMR262W",-0.32079963,-0.39910039,-0.49460089,-0.69889938,-0.95729964,-0.45210011,-0.50930049,-0.35160083,0
"YMR263W",0.3237044,0.33439665,0.45470233,0.61400304,0.41129607,0.70890234,0.62529855,0.62890421,0
"YMR264W",-0.83199988,-0.8182995,-0.59059929,-0.69149932,-0.44030067,-0.35689929,-0.15739923,-0.052299436,0
"YMR265C",0.20990248,-0.02419962,-0.045300416,-0.43440087,-1.1047005,-1.1751002,-1.1853987,-1.2724995,0
"YMR266W",0.96490132,0.82540303,1.1092001,1.2444,0.44860498,0.15850507,0.15399984,0.061499727,0
"YMR267W",0.13830334,0.17270512,0.22449722,0.42009968,0.34809642,0.52069882,0.58459697,0.54300088,0
"YMR268C",0.58579902,0.7542034,0.63279866,0.61509608,0.23339726,0.023198566,0.028993412,0.077502797,0
"YMR269W",0.66550192,0.90420276,0.88120257,1.0744986,0.66390018,0.40979823,0.4163966,0.42070336,0
"YMR270C",0.51069867,0.5010977,0.45559683,0.55210159,0.4776048,0.28349512,0.50389823,0.42259901,0
"YMR271C",-1.7132986,-2.4945968,-2.8956955,-3.8440001,-4.2520995,-4.3292989,-4.4066015,-4.3256001,0
"YMR272C",-2.3072015,-2.3352987,-2.1689984,-1.9949996,-2.3810021,-2.6356024,-2.7984966,-2.636903,0
"YMR273C",0.36280089,0.39520542,0.42329848,0.53849843,0.42830322,0.45530223,0.39579767,0.33090254,0
"YMR274C",0.26869788,0.32479908,0.33939967,0.49899628,0.39690476,0.93860196,0.91630084,0.97280292,0
"YMR275C",0.48960459,0.79709601,0.73259917,0.41110079,0.31789446,0.28120565,0.17449591,0.24280369,0
"YMR276W",-0.57390059,-0.21669925,0.080794082,-0.16590045,-0.26310077,0.29499415,0.066096081,0.27649667,0
"YMR277W",0.68829675,0.76460094,0.57899666,0.86279653,0.70890234,0.34830042,0.47990311,0.36900296,0
"YMR278W",-0.46910025,-0.47190082,-0.24530059,-0.24760078,-0.93339963,-0.85549935,-0.82210006,-0.84670051,0
"YMR279C",0.49940456,0.65199538,0.73930375,0.93530133,0.8670029,0.75279996,0.80359903,0.83519648,0
"YMR280C",-1.6748992,-1.805802,-2.0693005,-3.1720964,-3.6336009,-3.8468993,-3.7894994,-3.7967993,0
"YMR281W",-0.78190083,-0.51389939,-0.68509934,-0.46730004,0.049895586,0.19600265,0.10240282,0.30260566,0
"YMR282C",-0.02019999,-0.084000384,-0.21800082,-0.11389941,0.031197553,0.15690137,0.1600037,0.11189934,0
"YMR283C",0.77020321,0.77799826,0.70779864,0.70340197,0.038506418,0.040597901,-0.06439995,0.037101036,0
"YMR284W",-0.78810065,-0.93339963,-0.89740099,-1.0144996,-1.1820003,-0.48209948,-0.55120052,-0.29800035,0
"YMR285C",0.44550424,0.49150424,0.45299598,0.64489917,0.64270157,0.46010297,0.5532032,0.44519698,0
"YMR286W",-0.47120067,-0.72500011,-0.97420008,-1.1635006,-1.1368989,-0.94900106,-0.95840094,-0.94980063,0
"YMR287C",0.06630278,0.042700363,0.08720483,0.28459704,-0.04619988,-0.073800137,-0.072000419,-0.1149005,0
"YMR288W",0.57440189,0.58110053,0.4920993,0.81519831,0.73549618,0.60319785,0.48140228,0.39289988,0
"YMR289W",-0.063600638,0.11899753,0.2976962,0.49569516,0.40829883,0.8087969,0.63989894,0.85529608,0
"YMR290C",1.4503007,1.4244975,1.5368984,1.7637005,1.2014018,0.8024993,0.8152967,0.69919625,0
"YMR290W-A",0.21819839,0.070004558,0.13599446,0.28240422,0.20870453,0.17490492,0.12699928,0.11620504,0
"YMR291W",-0.076999947,-0.1980004,-0.14299997,-0.34700054,-0.19480001,-1.0756994,-0.82250057,-1.0123008,0
"YMR292W",-0.27760043,-0.34220087,-0.1799003,0.17329377,0.92690272,0.83660283,0.97419889,0.77250224,0
"YMR293C",-0.34870073,-0.34099979,-0.35209978,-0.21479934,-0.18449999,-0.1149005,-0.1001005,0.016296625,0
"YMR294W",-0.20829927,-0.13939946,-0.058500007,-0.060699691,-0.2562007,-0.10610042,-0.020100507,0.012697384,0
"YMR294W-A",-0.13130059,-0.096400191,-0.091900356,0.02200554,-0.093900603,0.000302934,-0.001400093,-0.01269951,0
"YMR295C",-0.28690074,-0.301401,-0.23960019,-0.060499581,-0.54459886,-0.63080044,-0.50320022,-0.66389946,0
"YMR296C",0.98410077,0.58609697,0.72819917,1.0852003,1.2532027,1.185099,1.163898,0.96180111,0
"YMR297W",-0.89950131,-1.2667012,-1.2808008,-1.7690002,-1.9179024,-0.60409925,-0.88119909,-0.59109905,0
"YMR298W",-0.53470043,-0.73409988,-0.50849986,-0.39710039,-0.44180095,-0.063899197,-0.18320044,0.1114053,0
"YMR299C",0.23329908,0.21040133,0.3645052,0.16789739,0.38979806,0.79669742,0.88740049,0.86220141,0
"YMR300C",0.57530265,0.52199547,0.41490404,0.34059645,0.16219714,0.11680389,0.28130062,0.13199767,0
"YMR301C",0.9749037,1.0815033,1.0710006,0.98950236,1.1715976,1.1225004,1.1502022,1.0907992,0
"YMR302C",-1.3523005,-1.3125988,-1.3787982,-2.0295998,-2.1668006,-1.8071998,-1.9682999,-1.7917974,0
"YMR303C",0.63439811,0.89459661,1.4217,2.1905991,2.5989987,2.2859999,2.4822003,2.3981999,0
"YMR304C-A",1.1797976,1.2729011,1.3346026,1.2642001,2.3292987,2.0141017,2.1817991,1.9800984,0
"YMR304W",-0.74190083,-0.63699942,-0.32279939,-1.1248994,-1.1853003,-0.54250026,-0.7837997,-0.5378995,0
"YMR305C",1.2509979,1.2352001,1.4265009,1.5174017,2.0591995,1.9965984,2.0590991,1.8484016,0
"YMR306C-A",0.14919432,0.12320266,0.067005334,0.17830033,0.10899942,0.012697384,-0.016999491,0.001802243,0
"YMR306W",-0.22509953,-0.23530056,-0.50660065,-0.89420126,-0.71770017,-0.77760098,-0.72669896,-0.77119978,0
"YMR307W",0.68809977,0.41629931,0.31750089,0.37319717,0.72299929,1.1762015,1.2966982,1.0720989,0
"YMR308C",1.2030006,1.1106973,1.0168029,1.1951019,1.0586005,0.7900964,0.9595031,0.85559908,0
"YMR309C",1.0416005,1.3361977,1.3792993,1.5941998,1.4460021,1.2490023,1.1502997,1.1715015,0
"YMR310C",0.68780425,0.77940262,0.75639994,0.91529908,0.76569598,0.43949548,0.41200104,0.36339539,0
"YMR311C",-1.1677986,-0.99030026,-0.9770002,-1.0093994,-1.3063984,-1.0378997,-1.1162009,-0.94439895,0
"YMR312W",0.49709625,0.72909591,0.5891019,1.0280033,1.011603,0.92729726,0.80259856,0.82759956,0
"YMR313C",-0.19980042,-0.17249962,-0.15419926,-0.32989933,-0.67329929,-0.37159966,-0.42549929,-0.32039965,0
"YMR314W",-0.28759967,-0.038699694,0.18350557,-0.025400206,0.16179741,0.6653018,0.54480188,0.66029888,0
"YMR315W",-0.60110024,-0.79239946,-0.57560028,-0.55810013,-0.30340074,1.0494008,0.64249826,1.1414982,0
"YMR316C-A",-0.32130066,-0.50990023,-0.62220102,-0.74299904,-0.68059941,-0.72560116,-0.65210081,-0.69800038,0
"YMR316C-B",-0.30340074,-0.25670047,-0.28730034,-0.69859965,-1.0804997,-0.91819955,-0.97380051,-0.89829883,0
"YMR316W",-0.86010097,-1.1351994,-1.1985003,-1.5245,-1.6048977,-1.5106009,-1.3613015,-1.2419015,0
"YMR317W",-0.17020076,-0.12300025,-0.084399557,-0.013600716,0.082103045,0.017693909,0.018206857,0.02859744,0
"YMR318C",3.2066995,3.0634995,2.8708993,2.0692003,0.76939938,0.35490346,0.40920083,0.42670488,0
"YMR319C",-0.67620108,-1.3193984,-1.4897996,-1.5735012,-1.1127992,-1.4192988,-1.2849993,-1.1912015,0
"YMR320W",-0.49959971,-0.72459954,-0.80780078,-0.86329936,-0.78519878,-0.87840101,-0.83299926,-0.93000094,0
"YMR321C",0.8831985,0.9310022,1.0864033,0.79790116,0.60350173,0.65190356,0.86870257,0.70389804,0
"YMR322C",-1.0871999,-1.3305995,-1.3040988,-2.7773042,-3.0547039,-3.4117005,-3.2536976,-3.3887997,0
"YMR323W",-0.41629993,-0.48480026,-0.64290072,-0.96309864,-0.94429901,-1.2225992,-1.2246005,-1.2834006,0
"YMR324C",-0.33049967,-0.32979959,-0.38519971,-0.445199,-0.37780055,-0.4889004,-0.53059952,-0.5276994,0
"YMR326C",0.0364963,-0.01730024,0.045596738,0.010794158,0.050299689,-0.009900485,0.06820302,0.048598907,0
"YNL001W",-0.065199705,-0.046900182,-0.044599402,0.25350526,0.05480681,-0.017399531,-0.028100035,0.095802925,0
"YNL002C",0.9591989,0.99110003,0.86329623,0.79560073,0.41519619,0.2918982,0.32699746,0.23279581,0
"YNL003C",0.32130472,0.39030449,0.50790117,0.43259602,0.72369835,0.87610237,0.99059913,1.0014996,0
"YNL004W",0.2298955,0.39409702,0.37760133,0.48479809,0.30489649,0.066798736,0.074697235,0.036299355,0
"YNL005C",-0.6808006,-0.82319981,-1.0397997,-1.0071997,-1.0012008,-1.028799,-0.96179984,-0.97229956,0
"YNL006W",-0.47279952,-0.54919996,-0.75810126,-0.99260067,-1.2686012,-1.1789985,-1.1839984,-1.2779013,0
"YNL007C",-1.1807994,-1.6459993,-1.9897988,-2.4455035,-2.2340987,-1.0347011,-1.2396002,-1.1910005,0
"YNL008C",-0.36549966,-0.32859973,-0.40929931,-0.30490058,0.23800417,0.51290445,0.5463043,0.61379565,0
"YNL009W",-1.743598,-1.8532979,-1.7759993,-2,-2.304897,-1.8844979,-1.9757995,-1.6400021,0
"YNL010W",0.28060005,0.43700397,0.86430304,1.388702,1.7755984,1.8020981,1.7513994,1.7834986,0
"YNL011C",-0.51680076,-0.62429882,-0.76139899,-0.82389939,-0.74369943,-0.33939991,-0.35140019,-0.20379931,0
"YNL012W",-0.36930005,-0.35340045,-0.39180013,-0.30209988,-0.38079924,-0.31489948,-0.10649955,-0.052999712,0
"YNL013C",-0.22939927,-0.14720051,-0.11600077,-0.024400627,0.082402848,0.22449722,0.20960309,0.23970354,0
"YNL014W",-1.0776012,-1.3155008,-1.1193004,-0.67970018,-1.1066999,-1.4094009,-1.6066014,-1.5923014,0
"YNL015W",-1.5492992,-1.8926978,-2.533802,-3.1424043,-3.0918973,-1.9060018,-2.249198,-1.8621975,0
"YNL016W",0.62540142,0.82229778,1.0229998,1.5430999,1.6978005,2.0001984,1.7366005,1.7747006,0
"YNL017C",0.20189729,0.34709867,0.37339765,0.32959437,0.29840025,0.21880596,0.2303014,0.15590463,0
"YNL034W",0.02519893,0.069193456,0.001297842,0.066605884,-0.027000094,0.26109749,0.11879825,0.30500159,0
"YNL019C",0.053194767,0.25869982,0.27359944,0.21099973,0.031395196,0.32049623,0.16440014,0.34740487,0
"YNL020C",-0.026099296,-0.050899902,-0.1061998,-0.11580066,0.030194804,0.12120112,0.11229979,0.017494379,0
"YNL021W",0.73529687,0.72710142,0.80320223,0.85639615,0.41620201,0.30100226,0.32710097,0.28749594,0
"YNL022C",0.52750078,0.41589925,0.41089463,0.54829851,0.26329888,0.006994515,0.088697938,-0.025400206,0
"YNL023C",0.29729708,0.46279573,0.31959481,0.28670376,-0.13730026,-0.27090061,-0.33900021,-0.46059995,0
"YNL024C",-0.081099372,-0.19340042,-0.28080079,0.12660289,0.4935961,0.5051999,0.56660086,0.51209538,0
"YNL025C",-0.34009918,-0.17130018,-0.11059966,-0.10209976,-0.011300046,-0.15920083,-0.24109991,-0.20029926,0
"YNL026W",-0.2394997,0.011295251,0.1373986,0.26549691,0.64160152,1.0132979,0.89350201,0.91889758,0
"YNL027W",0.24819477,0.181904,0.042798403,-0.055900199,-0.29010065,-0.51149939,-0.4674995,-0.46260055,0
"YNL028W",-0.2048997,-0.10330035,-0.13279936,-0.18439998,-0.008200458,-0.17469956,-0.10100075,-0.15190051,0
"YNL029C",0.21099973,0.19149948,-0.14129963,-0.18639979,-0.27230081,-0.42770014,-0.39089941,-0.41130095,0
"YNL030W",-1.0478006,-1.1866001,-1.2863007,-2.0578001,0.86690007,1.5645001,1.8425002,1.5053015,0
"YNL031C",-1.3097993,-1.1424999,-1.4536009,-2.366102,-0.23780088,0.13219514,0.21060083,0.13349777,0
"YNL032W",0.11120496,0.11209958,0.083097608,0.43089541,0.44609739,0.3855967,0.37720151,0.44119661,0
"YNL033W",0.10830364,0.14929839,0.17970212,0.18840092,0.15529589,0.31270002,0.24560518,0.36750526,0
"YNL034W",0.069894605,0.13469409,0.10440376,0.16839814,0.18480078,0.24340099,0.17869552,0.20090606,0
"YNL035C",0.5347987,0.86250297,0.76829868,1.1120996,0.94230055,0.80300379,0.83259841,0.85379609,0
"YNL036W",0.07819992,0.28769687,0.3867006,-0.17719971,-1.0567013,-1.6669015,-1.3558004,-2.4587032,0
"YNL037C",-1.1388005,-1.2344008,-0.72800071,0.21280588,-1.1305992,-0.71590049,-0.29429983,-0.74689901,0
"YNL038W",0.16339568,0.39240536,0.21390092,0.48349851,0.73920004,0.68340003,0.56679567,0.7132031,0
"YNL039W",-0.012999364,-0.017799681,-0.009499615,0.15000069,0.22420084,-0.068100649,0.045498888,-0.018800542,0
"YNL040W",-0.096299939,-0.019800636,0.20950327,0.30670554,0.41029768,0.44370212,0.57719919,0.47649575,0
"YNL041C",-0.13619948,-0.050699652,-0.097699467,-0.1644995,0.042896437,0.21070056,0.28139559,0.31789446,0
"YNL042W",0.12940173,0.0565974,-0.14029914,-0.28570084,-0.51809972,-0.5705008,-0.67789879,-0.55770085,0
"YNL043C",-0.12199982,-0.08500082,-0.096599173,-0.1265994,-0.2711008,-0.14830012,-0.19009994,-0.16299976,0
"YNL044W",1.3127988,1.5013984,1.7709009,1.9094006,1.3969979,1.6488013,1.5783011,1.590099,0
"YNL045W",-0.82570097,-0.98970138,-0.80270073,-0.6659993,0.10289996,0.63889866,0.60509603,0.73210419,0
"YNL046W",0.080398432,0.14169436,0.13479922,0.44930252,0.45279572,1.5424017,1.2233978,1.4373023,0
"YNL047C",-0.17280045,-0.18019941,-0.18400002,-0.25879968,-0.57399938,-0.45430043,-0.53569977,-0.51039952,0
"YNL048W",-0.10610042,0.003299995,0.10879875,0.29509997,0.35059908,0.68689938,0.68989848,0.64230417,0
"YNL049C",0.26880565,0.25690196,0.3879029,0.3204038,0.5968016,0.89840186,0.93159986,0.9969021,0
"YNL050C",0.74269612,0.72160015,0.81110106,0.88019965,0.33300002,0.00570179,0.17540324,0.042602317,0
"YNL051W",-0.1041995,0.12150617,-0.061800038,0.13540353,0.36170099,0.59550366,0.48539591,0.56959803,0
"YNL052W",-1.528798,-1.7587993,-2.1027007,-2.1918011,-2.6733982,-2.1311995,-2.1469976,-2.3377981,0
"YNL053W",0.37399893,0.46259683,0.35150395,0.38869653,-0.006099607,0.19760123,0.14399414,0.12890045,0
"YNL054W",-0.074100814,-0.038000398,-0.032400493,-0.11999945,-0.080899465,-0.21069976,-0.10729968,-0.12980023,0
"YNL055C",-0.28690074,-0.59159899,-0.67380093,-0.58370069,0.17409957,-0.48429966,-0.65839902,-0.45790047,0
"YNL056W",-0.097000305,-0.06379967,-0.022500254,0.079402006,0.096194373,0.004997486,0.045303168,0.1314051,0
"YNL057W",-0.047800644,-0.078999438,-0.20269976,-0.18629965,-0.042999212,-0.07729977,-0.059600181,-0.11310029,0
"YNL058C",0.9119983,1.6621007,2.0371995,2.5390992,0.8175987,2.8085004,2.3868992,2.904301,0
"YNL059C",0.097003928,0.13429981,0.17990591,0.36700196,0.61949753,0.75440011,0.82189794,0.8515032,0
"YNL061W",1.3541982,1.5063023,1.5093006,1.8085992,1.2262989,0.81550165,0.88490264,0.83169892,0
"YNL062C",1.5878978,1.6660021,1.7071007,1.8357988,1.456701,1.2832995,1.4014994,1.2555007,0
"YNL063W",-0.089399335,-0.20479994,-0.23510018,-0.46069922,-0.51449898,-0.30940054,-0.40129941,-0.39099967,0
"YNL064C",-0.097100606,-0.30769958,-0.5561006,-0.71249934,-0.75020032,-0.28860025,-0.32809978,-0.46580091,0
"YNL065W",-0.25730043,-0.57249895,-0.058199559,-0.095900544,-0.1145006,-0.030999485,0.35189966,-0.18999954,0
"YNL066W",1.4934014,1.6023001,1.7227982,1.9540995,2.183099,3.1567008,2.9699996,3.1769004,0
"YNL067W",1.0309999,0.94009908,0.86259818,1.1127001,1.3415987,1.5225982,1.4706982,1.585001,0
"YNL068C",0.38379552,0.12730311,0.10440376,0.16670259,-0.097400005,-0.28340061,-0.20699976,-0.34970049,0
"YNL069C",0.76979712,0.88760325,0.72600285,0.61379565,0.77719876,0.86420001,0.91310195,0.93799967,0
"YNL070W",-0.41170008,-0.56540006,-0.51990036,-0.65350031,-0.5796006,-0.5194991,-0.47590021,-0.47009911,0
"YNL071W",-0.70739963,-0.67789879,-0.63059941,-0.64089944,-0.40519924,0.27350395,0.14859576,0.37929934,0
"YNL072W",0.16569974,0.3415987,0.30260566,0.48249724,1.6707996,1.383801,1.4503007,1.264098,0
"YNL073W",0.34230441,0.37880013,0.27009831,-0.15940061,-0.61849955,0.050202157,-0.19759996,0.061098749,0
"YNL074C",-0.30590074,-0.14580004,-0.15709999,-0.28659979,-0.80639981,-0.81640042,-0.95450111,-0.98859883,0
"YNL075W",0.63910248,0.66289819,0.74889913,0.71659588,0.51850493,0.25339634,0.33780242,0.28870111,0
"YNL076W",0.44219509,0.36000461,0.34979553,0.3533007,-0.099999987,-0.27359948,-0.22799952,-0.27050031,0
"YNL077W",-0.73350008,-0.68959938,-0.86259878,-1.3339015,-1.4009984,-1.6258987,-1.5962,-1.6475985,0
"YNL078W",0.43180479,0.65070023,0.55929601,0.92180191,0.70410173,1.5677985,1.0667023,1.6054991,0
"YNL079C",0.12890045,0.38820056,0.87779921,1.2494029,1.3404996,1.7447983,1.6156988,1.7172015,0
"YNL080C",0.41460102,0.39209757,0.3853979,0.10559763,-0.094199339,0.034103,-0.009900485,0.001701377,0
"YNL081C",0.070897617,-0.045599679,-0.1100001,0.12430166,-0.11649961,0.056500294,0.015497569,-0.023699426,0
"YNL082W",0.018092884,-0.074899888,-0.2451997,-0.19140077,0.58659663,0.091598292,0.22659484,0.076093855,0
"YNL083W",0.19810435,0.053403322,-0.004399708,-0.12780006,-0.40489932,-0.54849926,-0.49470049,-0.4656993,0
"YNL084C",-1.1795996,-1.0741008,-0.77410074,-0.6328996,-0.23009965,0.181904,0.10039911,0.27930488,0
"YNL085W",0.10150217,-0.011300046,0.051803627,0.37760133,0.52599868,0.65110452,0.67870295,0.70899942,0
"YNL086W",0.30289806,0.48099921,0.52140257,0.32300106,0.054001014,-0.18890058,-0.20579959,-0.26279955,0
"YNL087W",1.4386974,1.2683985,1.2578012,1.5449008,1.5191997,1.3975018,1.5534981,1.4232985,0
"YNL088W",-0.012500127,-0.10060005,0.087503576,-0.083199311,0.76919624,0.224596,0.47990311,0.17569704,0
"YNL089C",0.25779513,0.36329445,0.46839564,0.55179653,0.68029735,0.53469912,0.57299635,0.53119928,0
"YNL090W",0.86030336,0.84110362,1.1183996,1.0976984,1.3868992,1.576198,1.6682008,1.6090978,0
"YNL091W",0.84899843,0.88219697,0.91769907,0.93869981,0.66510166,0.70130064,0.68320237,0.55600261,0
"YNL092W",-0.90959909,-0.95560028,-0.85479994,-1.0585992,-1.342499,-0.7767999,-0.96339961,-0.68199907,0
"YNL093W",-1.4137992,-1.6371991,-1.6747011,-2.0367982,-2.1764984,-2.4136993,-2.289799,-2.3817989,0
"YNL094W",-0.28970027,-0.20350026,-0.22020071,-0.5469998,-0.44750095,-0.61080107,-0.69419987,-0.6153003,0
"YNL095C",0.21999556,0.27669913,0.4283997,0.44649975,0.61189945,0.44110098,0.53390218,0.26540089,0
"YNL096C",0.69650134,1.0944996,0.95479932,1.402302,1.5658993,1.5765995,1.5544022,1.4971014,0
"YNL097C",-0.82240107,-0.92800125,-0.9161998,-0.96199936,-1.1079992,-0.74789927,-0.79699936,-0.72220088,0
"YNL098C",-1.4573002,-1.2856991,-0.76689975,-0.74389996,-0.58300033,0.5571993,0.313002,0.69709768,0
"YNL099C",0.048305947,0.014997935,-0.032800399,0.031494008,-0.10759965,0.13729366,0.12340134,0.063005852,0
"YNL100W",-0.80739929,-0.71809882,-0.83950055,-1.0105005,-1.1337013,-0.99790096,-0.97329907,-0.88600086,0
"YNL101W",-0.77340023,-0.46609981,-0.795401,-1.372001,-1.7772004,-1.5564994,-1.7759004,-1.5743989,0
"YNL102W",1.1213006,1.2035019,1.0898981,1.5951981,2.7483002,2.0852989,2.2721994,1.8787018,0
"YNL103W",-0.4048,-0.39829968,-0.53449981,-0.81360087,-0.87560039,-1.0520003,-0.94649936,-1.0153013,0
"YNL104C",-0.66890019,-0.58149914,-0.58579951,-1.4137992,-2.5738018,-2.531498,-2.6377018,-2.4207967,0
"YNL105W",-0.17759942,-0.085899356,-0.054799845,-0.30049989,-0.26879938,-0.26710045,-0.29139955,-0.25010022,0
